,prediction
31464,0
72645,1
97564,1
37715,1
80698,1
51355,1
66727,0
103639,0
46892,0
84815,0
6777,0
84312,0
72705,0
92616,1
30342,0
53537,0
7579,1
3095,1
45878,1
17198,0
88626,0
84262,1
4716,0
1583,1
90332,0
19671,0
45832,1
18708,1
20224,1
19062,1
37935,0
93689,0
75299,0
41414,0
75209,1
16661,0
42642,0
102784,0
5962,0
16359,0
61964,1
25125,0
92377,0
81357,0
48694,1
64925,0
76133,0
5382,1
33264,1
99384,0
62303,0
102728,0
77924,1
30302,1
27270,1
5683,1
40724,0
100256,0
20312,0
55381,0
106738,0
95024,1
25310,0
66264,0
98234,1
12350,0
9127,0
101573,0
41121,0
24024,0
40686,1
26082,1
84820,0
64585,0
13742,0
99302,0
42122,0
28121,0
90111,0
92112,0
9908,0
18978,0
81353,1
78457,1
62572,0
104487,1
47143,1
53561,1
93204,1
88519,1
46182,0
44031,0
8943,1
81358,0
87095,1
39417,0
81917,0
59348,1
67321,1
69524,0
85042,1
99896,1
93536,0
81663,0
59595,0
80815,0
31291,1
30036,0
64435,0
55,1
76043,0
12622,1
1977,1
38996,1
58914,0
30568,0
14771,1
50511,1
94602,1
99922,1
76015,0
98071,1
7355,1
51194,0
8094,0
59689,1
41680,0
51232,0
1110,1
46967,1
97448,0
75818,0
68898,0
73300,0
107422,0
20067,0
10656,0
42753,0
72407,0
25318,0
99516,1
55877,1
42589,1
29764,1
36273,0
82293,1
13006,0
38207,1
79309,0
33182,0
69158,1
65575,0
46105,1
12002,0
74027,1
19631,1
57964,0
59080,0
71820,0
106228,0
86874,0
59305,0
67967,1
34430,0
78358,0
48213,1
11538,0
93280,0
58641,0
13172,1
127,1
44923,1
39140,1
69510,0
33092,1
73470,0
76210,0
58396,1
23542,0
54921,1
6290,0
9997,0
24216,0
41483,1
88009,1
25444,1
63286,1
85120,0
18104,0
87237,0
69036,0
68524,1
81262,0
55539,1
41662,0
73556,0
44864,0
23545,0
3710,0
63486,1
84377,0
19145,0
13563,0
2064,1
17171,1
70222,0
74859,0
105869,0
97526,0
51171,1
14071,1
13881,0
84333,0
74046,1
25642,0
21953,0
63574,0
10796,1
20297,1
50839,1
104745,0
43641,0
33380,1
32168,0
36126,0
64476,1
75164,0
7340,0
1243,1
9513,0
31551,1
106085,0
25782,0
991,1
49303,1
37721,0
1472,1
26654,0
14605,1
37730,1
101998,0
15190,1
23106,0
41567,0
50537,1
54226,1
40962,1
100430,0
25838,1
8800,0
98288,1
103539,1
30422,0
73378,0
51967,1
83286,0
548,1
98699,0
65174,0
39368,0
98289,0
105566,1
41433,1
66891,0
57006,0
47350,1
54254,1
48425,0
53321,1
2656,0
37034,0
13315,1
83368,0
76762,0
78659,1
47787,0
27615,0
101712,0
86792,1
80962,0
18532,0
27372,0
12932,0
63558,0
57477,0
58012,0
45439,0
63313,1
68587,1
4536,0
54090,0
73657,1
24804,0
13370,1
14505,0
97991,0
30873,0
99150,0
47444,0
36689,0
17480,1
28457,0
36603,0
61617,1
16454,0
36512,0
39045,1
82376,0
99787,0
42621,1
81550,0
82833,1
58720,0
98812,1
50483,1
10877,1
76470,0
47745,0
46254,1
78699,0
39421,0
10724,0
9653,0
12914,1
101717,1
2989,1
51660,0
93549,0
79900,1
97120,1
93103,1
21153,1
42962,1
61204,0
104217,1
4972,1
61888,0
22214,0
81362,0
59004,1
26054,0
74928,1
92118,1
58154,0
92164,1
20426,1
38992,0
85708,1
43628,0
11010,1
16956,1
71863,0
63079,1
12130,0
81371,1
57900,0
36588,0
5747,0
58890,1
39583,0
12488,1
25797,0
82373,0
20930,1
104882,1
9154,1
94257,0
93391,0
22635,0
102340,0
39279,1
37480,0
3825,1
5587,0
35599,0
64336,0
78903,1
107145,1
60733,1
95121,0
29262,1
93945,1
2595,1
94691,0
27572,0
65638,1
14973,0
2232,0
43460,0
84642,1
96240,1
27741,1
21024,0
55567,1
1785,1
31723,0
1529,0
17949,0
19064,0
4860,1
83665,0
101832,1
102981,0
42960,1
3024,1
9107,0
58112,1
59251,1
96843,1
55099,0
30290,0
95818,0
89126,1
79228,1
100143,0
25933,0
88645,1
74421,1
104910,0
24925,1
64741,0
2772,1
28320,0
12387,0
62457,1
78621,0
62579,0
50028,1
66469,0
31583,0
75832,1
96436,1
102809,0
90692,1
32269,0
46655,1
89123,0
16300,1
86960,0
19755,1
62616,1
5851,0
72962,0
57478,0
78848,1
26166,0
1156,1
16460,1
100081,0
67118,1
37611,1
78867,1
76301,0
24624,1
57747,0
37841,0
42431,0
43568,1
35,1
45731,0
13061,1
45963,0
56680,0
87448,0
2950,0
33520,1
34828,0
68028,0
30898,1
92429,0
91202,0
106787,0
62380,1
74951,0
57103,1
85039,0
106346,0
36430,0
51574,0
55452,0
46108,0
90870,0
71418,1
104916,1
73884,1
78410,1
87751,0
47186,1
31124,1
23400,1
4118,0
17371,0
35211,0
19121,0
81864,1
56732,0
102522,0
38764,1
101387,1
69326,0
102391,1
61470,1
58491,0
13029,1
13939,1
95896,1
92140,1
34054,1
98822,1
88516,0
102022,0
13009,0
47624,0
100423,0
60785,0
41949,0
573,1
39318,0
105225,1
33656,1
52027,1
69497,0
91667,0
52638,0
101286,0
73783,1
11822,1
88091,0
97093,0
52007,1
58478,0
101812,1
26542,0
91032,0
50273,0
105486,0
43448,1
81690,1
16582,0
25379,1
9963,0
83191,0
57546,0
2358,1
47492,0
13191,0
70726,0
74026,0
24334,0
66189,0
21315,1
72038,1
77834,1
74566,0
6870,1
13163,0
31711,0
6622,1
17791,0
30139,0
24258,1
81390,0
100467,0
69873,1
86329,0
44837,0
75348,1
43337,0
101874,0
79644,1
101991,0
14529,1
33266,0
29066,0
74186,1
102731,0
100756,1
55855,1
102483,1
89046,0
84452,1
76618,0
41425,0
44945,1
101844,0
35846,1
6582,1
93803,0
84483,0
101349,0
37811,0
93732,0
103633,1
80817,0
45366,1
23297,0
107357,0
34762,0
9122,0
45902,0
53278,1
1203,1
68670,0
33258,0
63071,0
49043,1
21949,0
97898,1
14413,0
39717,1
53260,1
60075,0
96545,1
61569,0
34377,0
6689,0
76928,1
13584,0
64588,1
103523,0
27892,0
17253,0
7318,0
74144,0
11601,0
61912,0
30101,0
3964,0
70975,1
27600,0
6587,0
30455,0
35636,1
16350,0
39664,0
92850,0
24037,0
99241,1
26783,0
60095,0
23529,1
42568,0
27594,0
6311,1
10864,0
101621,1
49020,0
57238,0
17945,1
83863,0
41883,1
73458,0
42612,0
53475,1
93094,1
104589,1
42931,1
86572,1
57716,0
8255,0
66014,1
100453,1
24563,0
69523,0
41892,1
63327,0
67115,1
36632,1
97818,0
52606,0
7064,0
106462,1
4768,1
91799,1
43919,1
1710,1
59096,0
86303,0
55814,1
32736,0
104940,1
51646,1
96993,1
28701,0
98882,1
77115,0
14900,0
77597,0
103620,0
927,0
92330,0
106188,0
100337,0
49123,1
15720,0
16380,0
106942,0
72173,1
68846,0
35918,1
16935,1
3464,1
67623,0
84824,1
39474,0
31429,0
84848,0
43093,0
80397,0
39533,1
18787,0
15848,0
86425,0
17785,1
6611,0
80527,1
15783,1
107133,0
102640,0
94678,1
64874,1
39555,0
1770,1
96842,0
96335,1
34646,1
16018,0
3567,0
69433,0
100429,0
4521,0
46276,1
106458,1
104662,0
53329,0
5953,0
66472,0
96933,1
106772,0
69369,1
30730,1
53203,1
36174,0
107364,0
31731,0
90579,0
96398,1
57606,1
69075,1
99423,1
47434,1
96720,0
97051,0
48161,0
18192,1
12930,1
15832,0
31562,1
28248,0
77835,1
31104,0
44091,1
94645,1
63570,0
39413,0
15956,1
43406,0
79697,0
74492,0
69722,1
22113,0
70986,1
76372,1
42005,1
21625,1
54181,0
101443,0
19338,0
38453,0
43741,0
40903,0
106766,1
65443,0
55377,0
88286,1
15928,0
50662,0
35256,0
105396,1
86764,0
98782,1
105944,1
46510,1
4899,0
44795,0
27034,1
27575,0
14449,1
52052,0
31500,0
21159,0
94872,0
27703,1
41012,0
88739,1
15713,1
94646,0
67618,1
17214,0
3863,1
64600,1
6843,0
48068,1
10832,0
35304,0
97436,0
56656,1
69552,1
46391,0
101615,0
16625,1
54521,1
18751,0
38811,1
29478,0
93016,0
93488,0
14679,0
92059,0
63112,1
100819,0
46042,0
69878,1
8952,0
16874,1
65192,0
2925,1
46366,1
83811,1
61869,1
24765,0
74177,0
6218,1
106434,1
36697,0
3536,1
38478,0
5178,1
81274,0
11366,0
58050,1
89272,1
29347,1
98322,1
16792,0
37722,0
103419,0
68980,0
6847,0
11493,0
54069,0
70713,1
41978,1
24584,0
7441,0
7256,1
22827,1
9583,0
16446,0
69583,1
13948,1
9852,0
92463,1
94293,0
38076,0
86511,1
3208,1
107288,1
94775,0
98567,0
45989,0
4341,1
75313,1
65631,0
12165,0
9468,0
8190,1
84215,1
30577,1
90125,0
90578,1
85504,1
83021,0
7986,0
32406,1
55639,0
80308,0
49888,0
33088,0
48489,0
52535,1
797,1
76697,0
25708,0
41643,0
37369,0
92714,1
105930,1
39165,0
56892,0
75948,0
42741,1
47911,1
31565,0
55997,0
6375,1
54688,0
86605,0
31167,0
100572,1
96876,0
69458,0
13290,0
97030,0
35945,0
29060,0
38711,0
54698,1
78001,1
18200,1
3895,0
72660,0
98446,0
29740,0
37655,0
81958,0
41088,1
101531,0
48691,0
32252,1
20477,1
37295,0
82503,0
45908,0
86541,1
93268,0
57925,0
75986,1
11667,1
59957,0
47514,0
61993,0
61916,1
79613,0
97,0
56283,0
66226,0
40229,0
21255,0
24350,1
40710,0
36066,1
84244,0
14912,0
4575,1
38729,0
96559,0
103936,0
84488,0
94132,1
40411,0
57843,1
60206,0
23670,0
24300,0
61827,1
29090,0
52604,0
51437,1
100784,0
98804,1
65836,0
74529,0
37168,1
77460,1
47635,0
73825,0
86687,0
29203,0
31763,1
9345,0
87451,0
59763,0
35102,0
91535,0
63681,1
22158,0
99850,0
27743,0
14211,0
79001,0
83038,0
29739,0
13076,1
58158,1
23029,0
82223,0
102309,1
22137,0
23962,0
46563,0
58779,1
78982,0
10774,0
91849,0
81512,0
45297,0
53494,1
83990,1
56456,0
100058,0
34677,0
15208,1
11569,0
81433,0
100072,0
91921,1
82925,0
65428,1
38678,0
18431,1
52984,0
66907,0
96088,0
4288,1
28072,0
82349,0
96597,1
82366,0
38224,1
62716,1
45203,1
14746,1
5673,0
73986,0
102759,0
9818,1
15390,1
68291,0
104262,0
36983,0
66423,0
72184,0
18951,1
69904,0
52527,0
19510,0
92016,0
81223,0
46188,1
50195,0
11769,0
68365,0
93593,0
42663,1
97457,0
96354,0
61041,0
15137,0
95245,0
21016,0
106843,1
64500,0
10626,1
47967,0
83426,1
60398,1
35811,1
21152,1
63297,1
106087,0
98427,1
89824,0
73724,1
83741,1
2007,1
79129,1
31151,1
21462,1
8783,0
98315,1
6481,0
54100,0
5518,0
14148,0
70168,1
91698,0
89806,1
11973,0
41360,0
77951,0
23841,0
28947,0
77323,0
43243,0
53757,1
50963,0
75112,0
91452,1
17872,1
68874,0
16804,0
96259,0
89533,0
50552,0
48080,1
40909,1
87517,0
77219,0
78938,0
43915,0
45945,1
39266,0
49574,1
46129,1
101047,0
22908,0
101697,1
52973,1
62680,1
76869,1
4693,0
34605,0
27378,1
89912,0
21635,0
62354,0
23993,0
53227,1
55650,0
99812,1
92506,0
105484,1
27962,0
50795,0
97759,1
30831,0
72123,0
3408,0
38404,1
75182,1
94789,0
100445,0
46529,1
99900,1
52679,0
49233,0
62083,0
40054,1
77466,1
56556,0
55622,0
63942,0
46859,0
78445,0
64243,0
56032,1
44544,0
59573,0
51764,1
31339,0
32366,0
14401,1
34045,0
66604,0
33636,0
34635,1
45825,0
64312,1
81072,0
92177,1
12437,1
58576,0
46370,1
58116,1
47822,0
69462,0
65299,0
93649,0
88045,1
97092,1
97803,0
16631,0
15200,0
37104,1
43923,0
79816,0
7820,0
68566,1
59023,1
64359,0
75204,0
38757,0
48811,1
101804,0
10220,1
104304,1
63772,1
60079,0
16517,0
54075,0
26319,1
104,1
75866,1
60939,0
36469,1
18291,1
30725,0
35905,1
76393,1
24999,0
66872,0
36466,0
2660,0
6367,1
48661,1
87525,0
22509,1
90031,1
98422,1
93232,0
97261,0
59035,0
83172,0
39627,0
82356,0
88410,1
42625,0
33280,0
22299,0
44576,1
78188,0
52469,1
56339,1
9889,0
91980,0
2543,1
104329,0
12211,1
54803,1
79050,0
14898,1
15845,0
73359,0
80155,1
48192,0
102501,0
9606,0
13540,1
62253,0
106125,0
56663,0
15112,0
13088,1
54123,0
51376,0
46624,0
70609,0
9617,0
52388,0
11218,1
80521,0
85702,1
12061,0
67699,0
105378,0
40757,1
60446,1
25489,0
52185,0
95628,0
79174,0
66848,0
55341,1
73977,0
106859,1
104599,1
62131,1
101284,0
41529,1
35458,0
32449,1
54880,0
25296,0
20055,0
61750,0
49370,0
94163,0
89871,1
69226,0
39741,0
19654,1
39980,0
100280,0
88246,1
93352,1
66234,0
71910,0
82924,0
39874,1
96019,0
66145,0
572,1
99769,1
19369,0
607,1
56779,1
79398,1
80430,1
96611,1
86700,1
45542,0
47055,0
40895,0
53695,0
100188,1
11240,0
74100,1
7602,1
7151,1
62822,1
47915,0
64032,0
9636,1
89441,1
48729,0
107370,0
39887,0
87349,0
51896,0
83708,0
4512,1
6238,1
39592,0
6196,0
14416,1
72556,0
35563,1
27728,0
87495,1
84047,0
12213,0
48499,1
16735,0
74548,0
89831,0
66387,1
62363,1
1596,1
3746,1
10432,1
98543,0
29573,0
73284,1
72827,0
63358,0
94619,0
83751,1
86596,1
105501,0
91046,0
56702,0
98142,1
78968,0
103139,0
42386,0
88669,1
60457,0
31101,0
18149,0
39676,1
1994,1
71386,1
58261,0
26015,1
102621,1
60595,1
67805,1
53289,1
107199,1
50971,0
60045,1
103417,0
60115,1
84082,0
99828,0
58166,0
52965,0
35616,0
77922,0
88929,0
55672,0
91004,1
49294,1
7017,1
48624,1
4857,1
415,0
18106,1
25605,0
79922,0
41504,1
31193,0
40011,1
93933,0
57617,0
50038,1
31145,0
35105,1
87981,0
79566,1
23595,0
52598,0
90558,0
43362,0
21971,1
23115,0
100334,1
66830,0
16757,0
14899,0
67714,0
77946,0
49947,0
38335,1
104783,0
67435,0
13850,1
6023,0
99989,0
18232,1
41312,0
60541,1
27114,0
24338,0
72716,0
85524,1
67993,0
583,1
2813,0
7736,1
103891,1
93225,1
59285,1
77634,0
4122,1
27243,0
95851,1
86070,1
6876,0
61348,1
79779,1
106816,1
75743,0
52982,1
43044,0
83396,1
7813,0
91253,0
2520,1
12738,0
81164,1
23576,0
62376,0
29524,1
9789,0
88829,1
106478,0
2612,1
11377,1
91264,1
66650,0
14941,1
95722,0
64672,1
72611,0
19326,0
30322,1
84947,0
84522,0
63488,0
1893,0
50654,0
73287,0
8169,0
81015,1
63014,0
62027,0
101074,1
79933,1
43781,1
99091,0
7346,0
21826,1
83434,0
78978,0
71882,0
37697,1
15073,1
102488,0
70282,1
79039,0
64299,0
33606,0
105387,1
60048,1
56990,1
22154,1
28545,1
21766,0
54810,0
20615,0
34580,1
22025,0
48813,1
7543,1
17075,0
1806,1
92457,1
92202,1
15835,0
30517,0
63552,0
342,1
12380,1
41444,1
74690,1
64939,0
94183,1
7945,0
17453,0
14981,1
81381,0
669,1
4078,1
17089,0
2669,0
30334,1
81803,0
21792,1
86130,0
49557,0
75877,1
53153,0
107378,1
6297,0
51641,0
93233,0
16122,0
82739,1
1254,1
27107,0
85123,0
20001,0
63532,0
35529,0
69788,1
3466,1
73866,0
60042,0
47995,0
86042,0
104653,0
104297,1
91342,0
19567,0
54445,0
60964,0
92608,0
32777,1
21052,1
10112,0
3473,0
52922,0
107255,0
74067,0
35030,0
96992,0
97024,1
55743,0
40563,0
3609,1
66393,0
45603,1
88842,0
41074,1
102887,0
105099,1
52104,1
12943,1
52473,0
22645,0
57225,1
37397,1
91712,1
42102,1
39525,0
89704,1
50427,1
39685,0
31027,1
7369,0
87681,0
102426,1
40040,0
49412,0
86182,0
3291,1
73651,0
17923,1
91163,0
102074,1
106578,0
44116,1
33311,0
33335,1
90937,0
46345,1
94723,0
43062,1
26744,1
45929,0
52608,1
71044,1
66960,1
4997,1
3293,1
19855,0
85386,0
23396,1
46956,0
56461,1
57519,1
30289,0
16026,0
65193,1
39058,1
3233,1
53162,1
106717,1
38710,0
96204,0
21871,1
106655,0
3266,1
71207,0
10030,1
84801,1
40262,0
84116,1
89938,0
43475,1
22678,1
63440,0
61052,0
91409,1
14166,0
51387,0
8700,1
93333,0
60114,0
100329,1
39492,0
70463,1
14598,1
6151,1
74769,1
87020,0
24084,0
50589,0
7754,0
35981,1
92126,0
62489,0
73083,1
106944,0
97640,0
8146,0
9431,1
12388,0
4522,0
61086,1
106881,0
92771,0
28591,0
20877,0
30992,0
94462,0
74321,0
27784,0
26965,0
57634,0
18157,0
88573,0
97019,0
44512,1
37934,0
45978,0
38864,0
2547,0
41048,0
10340,0
6556,0
53341,1
71481,0
72360,0
74370,0
81104,1
65966,0
19465,0
98761,1
46878,0
63040,1
3704,0
84737,0
74246,0
52906,0
50777,0
23090,1
6449,0
8374,0
46006,1
35039,0
36871,0
40257,1
19072,0
4882,1
61316,0
18537,0
40397,0
55546,1
610,0
101391,0
88820,0
42847,0
4192,1
25886,0
71009,0
14835,0
91443,1
79353,1
102906,0
49864,0
34373,0
15179,0
101882,1
33060,0
102611,0
11684,0
20946,0
91089,1
35733,1
34368,1
53916,0
8861,1
40666,1
45282,1
6809,1
38367,1
103305,1
82368,1
72191,1
16868,0
88335,0
99484,1
90012,1
48243,0
68941,1
81279,1
3450,1
65579,1
101872,0
28859,0
15234,1
75945,0
57028,1
21822,0
22459,0
40890,0
1216,1
20687,0
6921,1
98987,1
97375,1
78741,0
103924,1
46817,0
35554,0
61170,1
27876,0
71955,0
19314,1
52110,0
32446,0
43667,0
76510,1
24791,0
14553,1
8609,0
25867,0
38089,0
74585,0
79976,0
32265,0
10421,1
15858,0
48391,0
66347,0
2288,1
98426,0
54163,1
101577,1
74440,1
13697,1
34656,0
89927,0
41965,0
104181,1
24291,1
23104,0
58637,0
12821,1
24198,0
59238,1
20141,1
26266,0
9569,0
27102,0
64261,1
100297,0
98739,0
50251,1
7471,0
67089,0
74393,0
13980,1
92452,0
58561,1
59787,1
30431,0
23550,1
74225,1
24492,0
98556,0
92010,0
86594,1
33407,0
57673,0
35534,1
23950,0
87611,0
51632,0
30363,1
53010,1
31470,1
16609,0
88618,0
4815,0
18487,1
94411,1
104643,0
86933,0
92038,1
107045,0
37724,1
64052,1
7434,1
95496,0
66402,0
14945,1
9403,0
8225,0
60603,0
48046,0
56804,1
42065,1
44554,0
76668,1
81779,1
51458,1
37676,1
85243,1
53560,0
68697,0
9152,0
94478,0
70008,0
42964,0
64701,0
105778,0
49037,0
50842,0
40282,1
2697,1
18036,0
62983,1
41159,0
71959,1
17210,1
66836,1
7244,1
103700,1
86512,1
102988,0
35709,1
78931,0
26886,1
10867,0
98638,0
69428,1
104719,0
61493,0
1875,1
87355,1
66256,1
96942,0
106262,0
65738,1
33695,0
99029,0
41353,0
36628,0
39657,0
62281,1
13678,0
107317,0
19480,0
80186,0
101082,1
4713,0
32534,0
80587,0
39817,1
87306,1
31155,0
47250,0
44566,0
35477,0
67850,1
23431,0
20908,1
14844,0
18883,1
7591,1
25939,0
65856,0
62396,1
25640,0
21674,0
44849,1
89784,0
43576,1
43377,1
47577,0
21544,0
28708,0
43030,0
98579,1
72939,1
23081,0
9372,0
36348,1
61418,0
29330,1
24476,0
66218,0
25783,1
48993,1
87413,1
14984,1
37745,0
42596,1
26138,1
39001,0
88934,0
50818,0
444,0
30412,0
104493,0
49400,0
17620,0
32637,1
1011,1
104798,0
88203,0
102575,1
30664,1
36700,0
8645,0
75419,1
98591,0
28525,1
62671,1
49333,1
76500,0
104071,0
75603,0
94031,1
78173,0
25408,0
24816,1
70869,1
41520,0
55691,1
76495,0
62727,1
44615,0
45799,1
66862,0
59568,1
90154,0
67595,0
87633,1
64222,1
102736,0
15798,0
53140,0
2381,1
75972,1
27275,1
53539,0
3151,1
98871,0
20076,0
7615,0
3314,1
7116,0
13185,0
62684,0
99862,0
82889,1
88221,0
30692,0
29214,1
22080,0
36891,1
428,1
95577,0
101634,1
48536,0
74609,0
73002,0
347,1
16961,0
15804,0
80473,0
106333,1
59784,0
10038,0
66257,1
12681,0
57512,0
29054,0
58954,0
23210,1
37069,1
19593,1
66747,1
33697,0
6982,1
45783,0
84066,1
72757,0
87971,1
9546,0
26864,1
11345,1
37325,1
463,1
95243,0
95713,0
80720,1
80852,1
84185,1
474,1
1158,1
105023,0
50113,0
103309,1
104640,0
16751,0
56984,0
11058,0
82239,0
37749,0
24977,0
55570,0
97175,0
89324,0
62172,0
29870,0
48683,0
56382,1
23600,1
46156,1
10914,1
100872,1
56842,0
64302,1
106773,1
64196,0
37578,0
31554,0
31266,0
1495,1
29348,0
60931,1
93153,0
92233,0
92489,1
61152,1
100481,1
83496,1
54913,1
88808,1
14653,0
103687,0
98810,0
6723,0
16102,1
50517,1
25585,0
58362,0
63016,0
18603,0
8599,1
55941,0
60660,0
69469,0
25249,0
96515,0
49948,0
53106,0
50508,1
25452,1
33491,0
1188,1
61193,1
43803,1
76655,0
14812,0
53755,0
18868,0
102220,0
18263,1
33802,0
106975,0
12020,0
10405,0
80307,0
17649,0
47599,0
9931,0
77973,0
80413,0
62451,0
87689,0
64380,0
88832,0
55213,0
19134,0
55788,0
64773,0
87650,1
38302,0
65544,0
19423,0
39802,1
19,1
85188,0
9110,0
44515,1
102222,0
5304,0
47205,0
87079,1
50176,0
74196,0
49504,0
3422,0
52911,0
100730,1
79488,0
28802,1
69508,0
98740,0
94963,0
7737,0
22318,0
44530,1
42503,1
751,1
82911,0
76137,0
58722,1
101457,1
77547,0
98294,1
28118,0
37447,0
63708,0
49871,0
33664,0
50966,0
17980,0
15540,0
26700,0
94830,0
47899,1
69206,0
31122,0
15304,0
74315,0
35489,0
83026,0
60515,1
10606,1
3967,1
79692,0
36513,0
62081,0
43550,0
40873,1
39634,0
98795,1
103140,0
24188,1
49930,0
20635,0
91552,0
21718,0
81337,1
65294,1
29427,0
101676,0
93197,1
92539,0
31721,0
5024,0
79273,1
69325,0
91575,0
79821,1
100503,1
7243,0
68324,0
15995,0
66154,1
57842,0
82883,1
82218,1
23537,1
52099,0
66371,0
67230,1
90886,1
51795,0
31209,1
92954,0
60611,0
89657,0
16756,1
30201,1
42893,1
91051,0
84753,1
4654,0
29709,1
26299,1
66780,1
73740,1
18225,0
101661,1
59858,1
3730,0
88406,0
78138,0
20788,0
55831,1
85201,0
95797,0
688,1
93620,0
75019,0
43335,0
96052,1
95543,0
95470,1
33413,0
78933,0
91122,1
78279,0
107208,0
68718,1
16926,1
72098,0
5551,0
54801,1
15068,0
78926,0
63763,1
46169,0
43786,1
98648,0
95826,0
25776,1
289,1
15912,0
82681,0
79381,1
43427,1
41574,1
105432,0
102497,0
23169,1
59820,1
90877,1
31066,0
20508,1
104245,0
16262,0
45996,0
78116,0
26903,0
76939,0
217,0
263,1
22857,0
86863,1
87840,0
63269,0
81720,0
33589,0
50328,0
14303,1
70701,0
82364,1
103617,0
29099,1
43802,0
86016,1
63285,0
62791,1
43526,0
74001,0
29376,1
6259,0
78349,1
68345,1
79369,0
36847,0
20238,1
13559,0
80422,0
16655,0
104241,0
23247,0
46612,0
100351,0
72051,1
62485,0
56997,1
104620,0
74301,0
99360,1
50601,1
56411,0
63833,0
91365,1
100855,0
92442,1
80368,1
75985,1
68408,0
96340,0
29760,0
31157,0
6513,0
12260,0
54454,0
55512,1
2743,1
106952,0
67877,0
21379,0
58339,1
107394,1
72101,0
57884,0
97392,0
96086,0
98377,0
45956,0
36344,0
79937,0
65289,0
67826,0
46629,0
95389,1
3056,1
43761,0
70488,0
54368,0
38657,1
67583,1
79873,0
79548,0
26341,1
106667,0
37083,1
89323,1
70146,0
2,1
31995,1
70142,0
72945,0
106095,1
91478,1
81100,1
10725,0
48893,1
66671,0
5052,0
28901,0
16082,1
99461,0
101288,1
5574,0
83427,1
78576,1
90293,0
69876,1
95498,0
3436,0
20042,0
10814,0
16681,0
11211,0
99595,0
36919,1
81921,1
30098,0
41608,0
45896,0
93141,1
59083,1
4044,1
49874,1
23715,0
28507,1
48418,0
93001,0
84672,0
55288,1
86842,1
72052,0
56347,0
102533,1
54304,0
329,0
12540,1
71851,0
47806,0
21214,0
10019,1
16431,0
99156,0
46360,0
26739,1
83385,0
103922,0
14433,0
44471,0
8445,1
9311,1
2085,1
87532,0
19819,1
82359,0
82201,0
39708,1
100275,1
14009,0
28024,0
100960,0
88872,0
50579,0
94773,0
87540,0
43514,0
16121,0
74860,1
73090,0
36842,1
56535,1
96590,1
25169,0
16035,0
56893,0
12140,0
87089,0
61373,0
89603,0
87396,1
16939,1
85794,0
79625,1
643,0
67168,0
48265,0
29487,0
6590,1
21285,0
32043,0
61312,0
67508,0
97911,1
64253,1
73983,0
66049,1
96832,0
91092,0
21778,1
6879,1
16978,1
26438,0
5266,0
57780,0
55232,0
55662,1
4082,0
3387,1
21891,1
44024,0
73229,1
65482,1
14197,0
24669,0
4290,0
60876,0
49384,1
44120,0
29937,0
26593,0
51708,1
72910,0
96598,1
31363,1
91596,0
51327,0
64128,0
79752,0
95942,0
63924,0
49240,0
40548,0
96911,0
17477,0
60762,1
58467,1
32053,1
2418,1
62587,0
50794,0
96467,0
91616,1
84350,0
83132,1
22368,0
17461,0
34667,0
63107,1
24521,0
32858,0
103231,1
96137,0
62931,1
48232,1
77171,1
30711,0
3159,0
93841,0
842,1
8339,0
41150,1
25499,0
50580,0
84229,0
61367,1
2585,0
33668,0
85416,0
83697,1
51518,0
39356,1
73911,0
94909,0
67412,0
25780,1
89161,0
56208,1
74262,0
40582,1
37170,1
33525,0
28989,1
55254,1
6676,1
45680,1
15759,0
57537,0
10815,0
46589,1
89090,1
371,1
86135,1
75054,0
65723,0
67334,1
44679,1
31099,0
85216,0
95052,0
34934,1
80753,1
5746,0
36387,0
95070,1
103434,1
91550,0
79384,1
69312,0
11157,0
44086,1
38105,0
34668,0
27911,0
27418,0
93697,1
51787,1
56580,1
33232,0
10835,0
86849,0
87129,0
2654,0
105035,0
78049,0
76866,0
87366,1
61626,1
62648,1
71310,0
64695,1
53694,0
22858,1
72704,0
73145,1
26857,0
96143,1
59725,1
92703,0
95916,0
55638,0
57406,1
40660,1
74479,1
923,1
22418,0
31892,0
55978,1
106646,0
54040,0
18717,1
65662,0
13450,0
9842,0
20116,0
9587,0
89431,1
90401,0
88176,1
68112,0
18513,0
38993,1
20338,1
99430,0
13118,0
11067,0
27678,1
67831,1
99767,0
41026,1
25577,0
90218,1
55157,1
100373,0
99613,1
23037,0
70571,1
16959,0
33962,0
62714,0
35306,0
64624,1
79215,1
9402,1
4508,1
78879,1
16898,1
46939,0
88551,1
19337,0
40426,1
98875,0
33175,1
42574,0
2532,1
97912,1
64757,1
26509,0
50623,0
53855,1
93294,0
41671,1
62916,0
63353,0
75886,1
77572,1
91193,0
58920,1
7194,1
89310,0
31696,0
98779,1
93702,0
53957,1
6580,0
100449,0
100152,1
95499,1
31297,0
43233,1
66096,0
42943,0
62327,0
33865,1
64246,0
72162,1
99093,0
6664,1
48708,1
74045,0
62654,1
34181,0
61556,1
1182,1
45824,0
81467,0
104350,0
105960,0
22164,1
68783,0
51300,0
80464,0
65876,0
99523,0
11962,0
32742,0
80898,1
52782,1
53212,1
53404,0
103296,0
61202,0
85681,0
53457,1
4209,1
16406,0
1706,1
106096,0
23308,0
100930,0
94955,1
81487,0
76608,1
27371,0
70813,0
10121,1
72185,0
103761,0
96575,1
42541,1
104007,0
11400,0
